PST;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Dew PointC;MeanDew PointC;Min DewpointC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max VisibilityKm; Mean VisibilityKm; Min VisibilitykM; Max Wind SpeedKm/h; Mean Wind SpeedKm/h; Max Gust SpeedKm/h;Precipitationmm; CloudCover; Events;WindDirDegrees
03/05/2013;29;22;13;13;4;-5;72;41;10;1019;1014;1009;16;16;16;35;14;42;0.00;0;;305
04/05/2013;29;21;12;13;8;6;77;51;24;1009;1005;1002;16;16;14;45;15;58;0.00;1;;269
05/05/2013;21;17;13;9;8;7;67;56;44;1010;1006;1003;16;16;16;45;20;53;T;6;Rain;170
06/05/2013;21;18;15;11;9;8;72;59;45;1015;1012;1010;16;16;16;29;13;39;T;7;Rain;188
07/05/2013;22;17;12;11;9;8;89;67;44;1018;1016;1015;16;16;16;27;15;40;0.00;5;;263
08/05/2013;16;14;12;10;9;8;89;76;62;1022;1020;1018;16;16;16;37;20;45;0.00;8;;269
09/05/2013;17;14;11;8;8;7;77;69;60;1023;1022;1020;16;16;16;45;26;52;0.00;7;;270
10/05/2013;16;13;11;9;9;8;89;77;64;1023;1022;1021;16;15;8;42;23;50;0.00;6;;277
11/05/2013;21;16;11;12;9;9;89;71;52;1022;1020;1018;16;16;13;42;18;48;0.00;5;;305
12/05/2013;21;16;12;12;10;9;89;69;49;1022;1020;1017;16;16;16;45;22;52;0.00;3;;288
13/05/2013;18;14;11;11;9;8;89;73;56;1020;1017;1015;16;16;16;47;25;58;0.00;2;;283
14/05/2013;18;15;12;9;8;6;77;63;48;1017;1015;1014;16;16;16;45;24;52;0.00;2;;261
15/05/2013;17;14;11;10;8;6;89;69;48;1019;1017;1016;16;16;16;63;36;77;0.00;5;;258
16/05/2013;18;15;12;12;10;8;89;75;60;1018;1017;1016;16;16;16;48;29;56;0.00;7;;265
17/05/2013;18;15;12;9;8;7;77;65;52;1019;1017;1016;16;16;16;42;26;52;0.00;3;;267
18/05/2013;19;16;11;9;8;7;83;66;48;1021;1020;1019;16;16;16;63;30;74;0.00;3;;269
19/05/2013;24;17;11;10;8;6;83;58;33;1021;1019;1016;16;16;16;48;19;56;0.00;0;;286
20/05/2013;28;20;12;12;8;5;77;51;25;1016;1015;1014;16;16;16;40;17;53;0.00;2;;289
21/05/2013;17;13;9;8;7;4;77;63;48;1016;1015;1014;16;16;16;77;45;90;0.00;2;;275
22/05/2013;17;13;9;6;3;-1;74;55;36;1017;1016;1014;16;16;16;58;29;66;0.00;1;;280
23/05/2013;17;13;9;6;5;4;80;63;46;1017;1016;1014;16;16;16;50;32;63;0.00;1;;273
24/05/2013;17;13;9;6;6;4;80;63;46;1017;1016;1015;16;16;16;53;30;71;0.00;1;;263
25/05/2013;16;13;10;9;7;6;83;67;51;1018;1017;1015;16;16;16;56;33;72;0.00;5;;260
26/05/2013;19;16;12;11;9;9;93;75;56;1021;1020;1019;16;15;6;48;28;53;0.00;6;;267
27/05/2013;17;14;12;12;11;9;89;79;69;1021;1020;1016;16;16;11;32;16;37;0.25;8;Rain;262
28/05/2013;18;16;13;12;11;9;86;73;60;1016;1015;1014;16;16;16;40;19;50;0.00;6;;266
29/05/2013;18;15;11;11;9;7;80;68;56;1016;1015;1013;16;16;16;50;26;60;0.00;4;;275
30/05/2013;18;14;11;8;7;6;83;66;48;1016;1015;1014;16;16;16;53;32;64;0.00;1;;269
31/05/2013;23;17;10;9;7;6;80;57;33;1017;1015;1014;16;16;14;48;23;56;0.00;0;;293
01/06/2013;25;18;11;11;8;7;77;57;36;1014;1011;1009;16;16;14;48;24;58;0.25;2;;293
02/06/2013;18;14;10;9;8;8;86;71;56;1009;1008;1006;16;16;16;42;25;48;0.00;1;;287
03/06/2013;23;17;11;12;9;8;83;64;44;1011;1009;1007;16;16;16;23;11;27;0.00;2;;225
04/06/2013;21;17;12;11;9;9;83;68;52;1015;1013;1011;16;16;16;27;16;34;0.00;2;;289
05/06/2013;19;16;12;9;9;8;83;70;56;1016;1015;1014;16;16;16;34;21;42;0.00;4;;280
06/06/2013;19;16;12;10;9;9;83;70;56;1015;1013;1012;16;16;16;39;21;48;0.00;4;;295
07/06/2013;23;17;11;12;11;9;83;65;46;1013;1010;1007;16;16;16;35;14;42;0.00;3;;305
08/06/2013;26;19;13;15;12;9;78;62;46;1009;1007;1006;16;16;14;26;13;35;0.00;1;;348
09/06/2013;21;18;15;13;11;10;84;69;53;1012;1011;1009;16;16;16;35;18;47;0.00;4;;216
10/06/2013;21;18;14;11;9;9;77;62;47;1014;1013;1011;16;16;16;39;18;50;0.00;5;;218
11/06/2013;19;16;13;11;9;8;83;68;52;1016;1014;1013;16;16;14;37;19;47;0.00;7;;285
12/06/2013;19;16;11;8;8;7;83;64;45;1017;1015;1013;16;16;16;64;30;77;0.00;1;;277
13/06/2013;19;15;11;8;8;7;77;63;48;1020;1018;1016;16;16;16;45;27;53;0.00;1;;279
14/06/2013;26;18;11;12;8;7;77;57;36;1016;1013;1011;16;16;16;45;18;53;0.00;2;;287
15/06/2013;17;14;11;9;8;8;83;72;60;1017;1014;1011;16;16;16;39;19;52;0.00;2;;273
16/06/2013;20;16;11;9;9;8;83;68;52;1020;1019;1016;16;16;16;53;30;63;0.00;1;;282
17/06/2013;18;15;12;11;11;8;86;75;63;1020;1019;1018;16;16;10;52;35;61;0.00;4;;271
18/06/2013;18;16;12;12;10;9;93;75;56;1019;1017;1015;16;16;11;60;36;71;0.00;5;;269
19/06/2013;19;16;12;10;8;7;83;66;48;1019;1017;1017;16;16;16;60;35;74;0.00;2;;275
20/06/2013;19;16;11;9;8;7;83;64;45;1017;1016;1015;16;16;16;61;33;74;0.00;1;;276
21/06/2013;22;16;11;10;9;8;83;66;48;1016;1015;1014;16;16;16;45;23;56;0.00;1;;285
22/06/2013;23;17;11;12;9;8;86;65;44;1014;1013;1011;16;16;16;53;26;69;0.00;2;;285
23/06/2013;20;17;13;14;13;11;93;81;68;1012;1011;1010;16;15;8;42;16;53;T;7;;255
24/06/2013;18;16;13;14;13;11;93;80;67;1013;1011;1009;16;16;14;32;17;39;0.76;8;Rain;238
25/06/2013;22;19;17;16;15;12;84;76;68;1015;1014;1012;16;16;13;29;13;40;0.51;7;Rain;172
26/06/2013;26;21;17;17;16;14;93;74;54;1018;1016;1015;16;16;16;35;15;42;0.00;4;;324
27/06/2013;26;21;16;16;13;12;90;67;43;1019;1018;1017;16;16;14;40;21;47;0.00;2;;285
28/06/2013;28;22;15;15;13;11;80;63;45;1017;1015;1013;16;16;16;45;21;56;0.00;2;;301
29/06/2013;29;23;16;14;12;11;72;55;37;1013;1012;1009;16;16;16;47;21;52;0.00;0;;295
30/06/2013;22;18;14;12;12;11;86;72;57;1011;1010;1009;16;16;16;42;27;48;0.00;3;;294
01/07/2013;26;20;13;14;12;11;93;70;46;1011;1010;1010;16;16;16;40;20;50;0.00;3;;300
02/07/2013;28;21;14;14;13;12;80;61;42;1013;1012;1010;16;16;16;47;23;53;T;4;;296
03/07/2013;27;21;14;15;13;12;87;66;45;1013;1011;1008;16;16;16;42;17;52;0.00;5;;311
04/07/2013;25;20;15;14;12;7;78;61;44;1009;1007;1006;16;16;16;47;21;53;0.00;2;;294
05/07/2013;18;16;13;11;9;9;83;73;63;1010;1009;1007;16;15;11;63;27;76;0.00;4;;245
06/07/2013;22;18;13;11;10;9;83;66;49;1010;1009;1007;16;16;16;29;11;35;0.00;1;;232
07/07/2013;22;18;13;12;11;9;80;67;53;1012;1010;1009;16;16;16;32;14;37;0.00;4;;295
08/07/2013;21;17;13;12;11;9;86;71;55;1015;1013;1012;16;16;16;35;15;40;0.00;3;;301
09/07/2013;22;17;12;13;11;10;93;73;53;1017;1016;1014;16;16;13;45;22;50;0.00;3;;304
10/07/2013;21;16;12;12;11;10;93;76;58;1016;1015;1013;16;16;16;40;23;48;0.00;3;;292
11/07/2013;19;16;12;11;9;9;89;73;56;1015;1014;1013;16;16;14;40;19;48;0.00;3;;267
12/07/2013;19;16;12;12;9;9;77;67;56;1014;1013;1012;16;16;14;45;19;52;0.00;1;;292
13/07/2013;23;17;11;12;10;9;89;68;47;1015;1014;1013;16;16;16;39;20;47;0.00;1;;303
14/07/2013;19;16;12;11;10;9;89;75;60;1016;1015;1013;16;16;16;45;24;50;0.00;3;;293
15/07/2013;21;16;12;11;9;9;83;68;53;1014;1013;1011;16;16;16;35;19;42;0.00;5;;256
16/07/2013;22;18;13;12;11;9;80;68;55;1017;1015;1012;16;16;16;29;17;37;0.00;7;;248
17/07/2013;19;16;13;11;11;10;86;72;58;1020;1019;1017;16;16;16;39;22;45;0.00;5;;277
18/07/2013;21;17;12;12;11;10;86;72;58;1019;1016;1014;16;16;13;42;17;50;0.00;4;;301
19/07/2013;19;16;12;11;10;9;89;74;58;1015;1013;1011;16;16;14;42;20;50;0.00;3;;288
20/07/2013;21;17;12;11;10;9;89;71;53;1012;1010;1008;16;16;16;39;20;47;0.00;3;;287
21/07/2013;20;16;12;12;11;9;89;74;58;1012;1010;1009;16;16;16;34;15;42;0.00;4;;312
22/07/2013;26;20;14;13;12;12;86;72;57;1015;1013;1012;16;16;14;34;14;39;0.00;5;;307
23/07/2013;21;17;13;14;12;12;86;73;59;1016;1015;1014;16;16;16;35;22;45;0.00;5;;298
24/07/2013;22;17;13;13;12;11;93;75;57;1016;1014;1013;16;16;16;42;23;48;0.00;2;;297
25/07/2013;20;16;12;12;11;10;93;76;58;1017;1015;1014;16;16;16;39;24;47;0.00;2;;296
26/07/2013;20;17;13;12;11;11;86;75;63;1020;1018;1016;16;16;16;40;22;50;0.00;4;;295
27/07/2013;21;17;13;13;12;11;86;72;57;1017;1015;1011;16;16;16;37;17;40;0.00;4;;304
28/07/2013;22;18;13;12;11;10;86;70;53;1012;1011;1010;16;16;16;32;14;39;0.00;3;;292
29/07/2013;21;17;13;11;10;10;83;68;53;1017;1014;1011;16;15;11;29;11;35;0.00;4;;209
30/07/2013;20;17;13;12;11;9;86;72;58;1019;1018;1017;16;15;13;39;18;47;0.00;3;;277
31/07/2013;21;17;12;11;11;9;86;71;55;1019;1018;1017;16;16;14;47;24;56;0.00;2;;273
01/08/2013;20;17;13;11;11;10;83;70;56;1019;1017;1015;16;16;16;50;24;58;0.00;3;;262
02/08/2013;20;16;12;11;10;10;89;73;56;1016;1014;1014;16;16;16;39;22;47;0.00;2;;282
03/08/2013;21;17;12;12;11;9;89;71;53;1015;1014;1013;16;16;16;34;15;37;0.00;3;;297
04/08/2013;19;16;13;11;11;10;86;71;56;1017;1016;1015;16;16;16;42;21;50;0.00;6;;269
05/08/2013;19;16;13;11;11;10;86;72;58;1017;1016;1015;16;16;16;47;20;60;0.00;6;;268
06/08/2013;21;17;13;12;11;10;86;71;55;1018;1017;1016;16;16;16;42;18;48;0.00;6;;256
07/08/2013;22;18;14;12;12;10;86;70;53;1020;1018;1017;16;16;14;32;15;39;T;6;;247
08/08/2013;20;17;13;13;12;11;87;73;58;1017;1016;1015;16;16;16;39;16;47;0.00;6;;258
09/08/2013;21;17;13;12;12;11;86;72;57;1016;1015;1014;16;16;11;34;17;40;T;6;Rain;258
10/08/2013;21;18;14;13;12;11;87;72;57;1018;1017;1016;16;16;13;37;18;45;T;6;Fog;269
11/08/2013;19;16;13;12;12;11;86;77;67;1017;1016;1015;16;16;16;39;19;48;0.00;5;Fog;280
12/08/2013;23;18;13;13;12;11;86;70;53;1016;1015;1014;16;16;16;35;16;40;0.00;3;;285
13/08/2013;25;19;13;14;11;10;86;66;46;1016;1015;1014;16;16;13;42;18;48;0.00;2;;294
14/08/2013;22;18;13;15;13;11;86;71;55;1016;1015;1013;16;16;16;45;24;53;0.00;3;Fog;285
15/08/2013;25;21;17;17;16;14;93;77;60;1015;1014;1013;16;16;13;37;22;47;0.00;5;;277
16/08/2013;22;19;15;14;14;12;90;76;61;1016;1015;1014;16;16;16;42;21;52;0.00;4;;291
17/08/2013;22;19;15;14;13;12;84;71;57;1016;1014;1012;16;16;16;47;20;56;0.00;5;;285
18/08/2013;26;20;14;15;13;12;90;70;50;1012;1011;1008;16;16;16;37;14;42;0.00;3;;304
19/08/2013;23;19;15;16;13;12;78;66;53;1012;1011;1009;16;16;16;45;17;52;0.00;2;;301
20/08/2013;24;20;15;14;13;12;87;69;50;1012;1011;1010;16;16;16;32;13;37;0.00;2;;324
21/08/2013;22;18;14;12;12;11;80;67;53;1014;1013;1012;16;16;16;34;15;40;0.00;3;;279
22/08/2013;21;18;14;12;11;11;80;67;53;1015;1014;1013;16;16;16;39;21;47;0.00;5;;265
23/08/2013;19;17;14;12;12;11;80;72;63;1014;1012;1010;16;16;16;40;21;50;0.00;5;;272
24/08/2013;22;18;14;14;13;12;90;72;53;1013;1012;1011;16;16;14;47;21;53;0.00;5;;266
25/08/2013;23;20;17;16;14;13;90;76;61;1014;1013;1012;16;16;11;37;12;45;0.00;6;;283
26/08/2013;21;18;15;13;12;11;84;70;55;1017;1015;1013;16;16;10;45;20;53;T;5;Rain;279
27/08/2013;22;18;13;14;13;11;86;74;61;1013;1012;1010;16;16;16;47;23;60;0.00;2;;285
28/08/2013;24;19;15;16;14;13;90;76;61;1014;1013;1012;16;16;16;42;21;48;0.00;5;;279
29/08/2013;23;20;16;16;14;13;93;75;57;1018;1016;1015;16;16;16;37;18;45;0.00;4;;286
30/08/2013;26;21;16;16;14;13;90;70;50;1017;1016;1013;16;16;11;47;22;56;0.00;2;;291
31/08/2013;22;18;14;14;13;12;93;75;57;1016;1014;1013;16;16;16;42;24;50;0.00;4;;284
01/09/2013;23;19;14;16;13;12;87;68;49;1014;1013;1013;16;16;16;40;20;47;0.00;4;;284
02/09/2013;24;21;17;16;16;14;93;77;61;1015;1014;1012;16;16;10;37;19;48;0.00;6;;277
03/09/2013;23;19;16;15;13;11;84;65;46;1016;1015;1014;16;16;16;39;24;50;0.00;2;;276
04/09/2013;23;20;16;15;14;13;90;72;53;1017;1016;1015;16;16;16;47;30;56;0.00;4;;269
05/09/2013;22;19;16;14;13;12;90;74;57;1017;1016;1015;16;16;16;50;34;60;0.00;3;;270
06/09/2013;29;22;13;14;11;7;86;58;29;1016;1013;1010;16;16;16;39;12;45;0.00;0;;287
07/09/2013;31;23;14;18;12;8;86;59;31;1012;1011;1009;16;16;16;34;13;40;0.00;1;;305
08/09/2013;23;18;13;14;12;11;86;70;53;1012;1010;1008;16;16;16;42;18;50;0.00;2;;299
09/09/2013;24;19;13;14;13;11;90;70;50;1010;1008;1006;16;16;16;42;18;48;0.00;1;;303
10/09/2013;23;19;14;15;13;12;93;73;53;1013;1010;1008;16;16;16;27;12;34;0.00;1;;230
11/09/2013;23;20;17;14;13;12;78;68;57;1016;1015;1013;16;16;16;29;14;37;0.00;5;;219
12/09/2013;22;18;15;14;14;13;84;73;61;1015;1014;1013;16;16;14;40;18;48;0.00;7;Fog;268
13/09/2013;19;17;14;13;12;12;93;80;67;1013;1011;1009;16;16;11;48;24;60;0.00;6;;271
14/09/2013;19;17;14;13;12;12;87;77;67;1011;1009;1008;16;16;14;40;25;53;0.00;7;;265
15/09/2013;23;19;14;15;13;11;90;72;53;1012;1011;1009;16;16;10;37;21;42;0.00;5;;276
16/09/2013;22;18;15;14;13;12;90;74;57;1013;1011;1009;16;16;10;50;26;63;0.00;3;;274
17/09/2013;20;17;14;13;12;10;86;72;58;1013;1011;1010;16;16;16;63;35;82;0.00;3;;270
18/09/2013;26;19;12;13;9;8;78;60;41;1013;1012;1011;16;16;16;40;16;48;0.00;1;;278
19/09/2013;27;19;12;13;10;8;77;58;38;1011;1010;1008;16;16;16;42;16;53;0.00;0;;297
20/09/2013;23;18;13;15;13;10;87;70;53;1012;1010;1009;16;16;14;27;15;37;0.00;6;;248
21/09/2013;20;17;14;15;13;12;90;75;59;1013;1011;1010;16;15;3;39;19;45;5.84;6;Rain;218
22/09/2013;21;17;13;13;12;9;93;70;47;1016;1015;1013;16;16;16;47;17;56;0.00;1;;292
23/09/2013;26;20;14;14;12;10;78;64;50;1017;1015;1014;16;16;16;39;14;48;0.00;0;;294
24/09/2013;22;18;14;12;11;10;78;66;53;1016;1015;1013;16;16;16;58;30;69;0.00;1;;277
25/09/2013;19;17;13;11;8;7;83;64;45;1014;1013;1010;16;16;16;56;32;72;0.00;1;;281
26/09/2013;22;17;12;8;6;3;72;53;33;1015;1013;1011;16;16;16;39;18;47;0.00;0;;281
27/09/2013;26;19;12;8;5;1;67;46;25;1020;1018;1016;16;16;16;37;12;45;0.00;0;;279
28/09/2013;26;19;12;13;9;3;84;60;35;1019;1018;1016;16;16;16;45;15;52;0.00;1;;296
29/09/2013;24;19;14;15;13;12;87;70;53;1020;1019;1018;16;16;16;26;11;34;0.00;3;;253
30/09/2013;23;19;15;16;14;6;87;69;51;1018;1017;1015;16;16;16;35;16;42;T;4;Fog;264
01/10/2013;21;17;13;10;9;8;77;61;45;1017;1015;1014;16;16;16;35;21;42;0.00;3;;273
02/10/2013;21;17;12;9;8;7;77;61;45;1016;1015;1014;16;16;16;47;23;56;0.00;2;;280
03/10/2013;21;17;12;7;5;2;66;47;28;1019;1016;1014;16;16;16;40;21;48;0.00;0;;294
04/10/2013;24;21;16;11;6;-2;53;38;22;1019;1017;1015;16;16;16;35;14;40;0.00;0;;13
05/10/2013;27;21;14;11;2;-4;56;36;15;1023;1021;1019;16;16;16;19;9;21;0.00;0;;122
06/10/2013;28;21;13;11;7;-3;66;40;13;1020;1018;1016;16;16;16;23;7;24;0.25;4;;345
07/10/2013;27;20;13;9;5;-1;72;46;19;1016;1014;1012;16;16;16;45;14;50;0.00;3;;295
08/10/2013;22;17;11;10;8;7;77;59;41;1013;1010;1007;16;16;16;32;16;39;0.00;2;;278
09/10/2013;20;16;11;9;7;4;83;60;37;1008;1005;1004;16;16;16;27;13;34;0.00;2;;286
10/10/2013;21;17;12;11;8;6;77;61;45;1016;1013;1008;16;16;16;21;8;24;0.00;1;;302
11/10/2013;17;14;11;9;8;7;83;70;56;1019;1017;1016;16;16;16;40;14;48;0.00;4;;275
12/10/2013;18;13;8;10;8;6;89;71;53;1016;1015;1013;16;13;0;52;20;64;0.00;3;Fog;252
13/10/2013;23;17;11;11;8;4;89;60;31;1018;1016;1014;16;16;16;35;12;42;0.00;1;;286
14/10/2013;25;18;11;10;5;2;71;49;27;1020;1018;1016;16;16;16;29;8;;0.00;0;;272
15/10/2013;27;19;12;10;3;-1;61;40;18;1017;1016;1014;16;16;16;34;8;35;0.00;0;;294
16/10/2013;27;19;12;12;6;0;63;41;19;1019;1017;1016;16;16;16;21;6;23;0.00;1;;305
17/10/2013;27;20;12;12;7;2;72;56;39;1019;1017;1015;16;16;16;32;11;39;0.00;0;;306
18/10/2013;20;16;11;11;9;8;83;66;48;1018;1016;1015;16;16;16;37;16;40;0.00;1;;294
19/10/2013;23;17;9;11;9;7;86;65;44;1019;1017;1016;16;16;16;34;14;37;0.00;0;;301
20/10/2013;18;14;9;11;8;7;93;77;60;1017;1015;1013;16;13;0;35;18;42;0.00;2;Fog;290
21/10/2013;16;13;9;10;8;7;93;80;67;1017;1015;1013;16;15;11;34;15;40;0.00;3;;284
22/10/2013;18;13;8;11;9;8;100;82;64;1017;1015;1013;16;9;0;34;16;40;0.00;5;Fog;281
23/10/2013;16;13;9;11;9;8;93;83;72;1016;1014;1013;16;11;4;37;15;45;0.00;6;Fog;282
24/10/2013;16;14;12;9;8;7;83;73;62;1020;1017;1015;16;16;13;24;15;32;0.00;6;;269
25/10/2013;19;15;10;10;8;7;86;69;52;1022;1020;1019;16;16;16;34;14;39;0.00;4;;263
26/10/2013;21;16;9;12;9;6;89;67;44;1021;1019;1016;16;16;16;35;14;40;0.00;1;Fog;292
27/10/2013;16;13;10;9;8;7;89;76;62;1017;1012;1005;16;16;16;69;29;82;T;6;Rain;267
28/10/2013;16;14;11;9;8;7;83;69;55;1011;1007;1005;16;16;16;58;24;69;0.00;5;;263
29/10/2013;17;14;11;9;7;6;83;66;48;1018;1015;1011;16;16;16;27;12;34;0.00;4;;256
30/10/2013;18;14;9;10;7;6;83;66;48;1021;1020;1018;16;16;16;29;11;35;0.00;2;;286
31/10/2013;21;15;9;11;6;3;71;54;37;1022;1020;1019;16;16;16;23;6;;0.00;0;;300
01/11/2013;23;17;11;12;7;5;77;57;37;1021;1019;1016;16;16;16;24;6;29;0.00;0;;315
02/11/2013;17;14;10;11;8;5;89;73;56;1017;1015;1013;16;15;3;45;21;53;0.00;3;;284
03/11/2013;17;13;8;7;5;1;77;56;34;1018;1015;1014;16;16;16;35;15;39;0.00;4;;277
04/11/2013;19;13;7;6;4;0;80;56;31;1018;1016;1014;16;16;16;37;14;45;0.00;0;;286
05/11/2013;22;16;10;7;3;-2;66;44;22;1023;1021;1019;16;16;16;24;7;27;0.00;1;;279
06/11/2013;21;16;11;9;6;2;72;52;31;1025;1023;1021;16;16;14;8;1;10;0.00;5;;68
07/11/2013;22;18;13;11;8;4;80;61;42;1022;1020;1019;16;16;14;35;13;42;0.00;4;;284
08/11/2013;21;16;10;12;9;4;100;72;43;1019;1017;1015;16;11;0;39;13;42;0.00;2;Fog;269
09/11/2013;19;14;9;12;8;4;80;64;48;1017;1016;1015;16;16;14;19;5;23;0.00;1;;334
10/11/2013;18;14;11;11;9;7;83;72;60;1020;1019;1017;16;16;14;21;8;26;0.00;3;;269
11/11/2013;17;14;12;11;9;8;83;72;60;1022;1020;1019;16;14;10;19;7;24;0.00;7;;76
12/11/2013;21;18;14;12;10;8;77;62;47;1025;1024;1022;16;16;16;29;11;35;T;4;;312
13/11/2013;20;16;11;13;11;8;93;77;60;1024;1022;1020;16;16;14;37;13;42;0.00;3;Fog;303
14/11/2013;16;13;11;11;9;7;96;84;71;1020;1017;1012;16;15;13;47;21;60;0.00;5;;266
15/11/2013;18;14;10;8;7;5;83;66;48;1012;1010;1008;16;16;16;56;19;64;0.00;1;;268
16/11/2013;17;13;9;10;8;6;83;67;51;1014;1011;1009;16;16;16;42;22;56;0.00;2;;273
17/11/2013;17;13;9;9;7;6;89;69;48;1019;1017;1014;16;16;16;21;9;26;0.00;4;;245
18/11/2013;16;12;8;8;7;4;82;69;55;1021;1020;1019;16;16;16;24;9;29;0.00;5;;199
19/11/2013;16;14;12;13;10;7;93;80;66;1019;1017;1014;16;15;10;23;11;26;7.11;7;Rain;131
20/11/2013;15;13;11;13;12;8;93;90;86;1014;1012;1011;16;15;6;35;12;39;16.00;7;Rain;239
21/11/2013;17;13;10;9;6;0;93;64;35;1015;1014;1013;16;16;14;52;17;63;T;5;Rain;349
22/11/2013;21;17;14;4;0;-4;40;30;19;1017;1015;1013;16;16;16;42;23;52;0.00;1;;47
23/11/2013;18;14;10;7;3;-1;71;50;28;1020;1017;1015;16;16;16;35;7;52;0.00;0;;79
24/11/2013;16;12;7;9;6;4;86;70;53;1025;1022;1020;16;16;16;14;4;16;0.00;0;;319
25/11/2013;16;12;7;8;6;3;86;70;53;1027;1025;1024;16;16;14;11;3;16;0.00;1;;180
26/11/2013;17;13;8;8;7;4;86;65;43;1025;1021;1017;16;15;10;11;3;13;0.00;5;;100
27/11/2013;17;13;9;9;7;5;86;69;52;1017;1013;1011;16;14;11;11;2;11;0.00;5;;137
28/11/2013;19;14;9;11;7;3;83;64;44;1019;1014;1012;16;14;11;26;7;29;0.00;3;;280
29/11/2013;17;12;8;11;7;3;77;70;63;1023;1021;1019;16;16;14;39;5;45;0.00;0;Fog;316
30/11/2013;17;12;7;11;8;5;93;79;65;1025;1024;1022;16;9;0;24;7;32;0.00;3;Fog;303
01/12/2013;19;14;8;10;8;5;86;66;46;1028;1025;1023;16;16;14;23;6;26;0.00;1;;308
02/12/2013;17;12;8;12;9;7;96;80;64;1023;1019;1015;16;12;0;53;22;61;T;5;Fog-Rain;277
03/12/2013;13;11;8;12;3;-4;93;69;45;1015;1013;1011;16;16;6;39;22;50;0.00;4;;285
04/12/2013;11;8;4;-1;-3;-6;62;46;30;1019;1017;1014;16;16;16;23;9;26;0.00;0;;309
05/12/2013;11;6;2;-1;-4;-8;64;45;26;1022;1021;1019;16;16;16;19;7;23;0.00;0;;196
06/12/2013;12;7;3;9;3;-1;80;65;50;1022;1019;1014;16;16;10;48;14;69;7.37;6;Rain;180
07/12/2013;11;7;3;9;0;-4;89;63;36;1024;1019;1014;16;16;5;47;21;58;1.52;3;Rain;293
08/12/2013;8;6;2;-1;-4;-8;70;53;36;1027;1025;1024;16;16;16;35;16;39;0.00;2;;64
09/12/2013;11;7;2;-1;-5;-8;70;49;28;1030;1028;1027;16;16;16;32;12;37;0.00;0;;113
10/12/2013;11;6;1;2;-1;-3;70;56;42;1029;1026;1023;16;16;16;16;5;21;0.00;2;;138
11/12/2013;14;9;3;2;0;-3;85;60;35;1024;1023;1022;16;16;16;23;4;26;0.00;1;;130
12/12/2013;12;8;3;7;2;-2;86;67;48;1025;1024;1022;16;15;11;26;6;32;0.00;1;;278
13/12/2013;12;8;4;7;5;3;89;76;63;1027;1025;1024;16;15;11;19;7;23;0.00;2;;353
14/12/2013;16;10;4;6;3;1;85;61;36;1029;1028;1027;16;16;13;14;4;16;0.00;1;;263
15/12/2013;16;10;4;7;3;1;76;60;43;1028;1026;1024;16;15;11;16;3;19;0.00;3;;102
16/12/2013;18;12;6;7;3;1;77;54;31;1024;1022;1020;16;16;16;16;4;21;0.00;5;;113
17/12/2013;15;12;8;8;5;2;77;60;43;1022;1020;1017;14;10;8;11;4;13;0.00;6;;96
18/12/2013;14;11;7;8;6;3;77;72;66;1017;1013;1009;16;15;10;56;19;64;0.00;6;;274
19/12/2013;15;12;8;6;2;-5;77;52;27;1014;1010;1007;16;16;16;58;19;69;0.00;2;;306
20/12/2013;16;10;4;6;0;-6;71;50;29;1016;1015;1014;16;16;16;24;8;29;0.00;1;;257
21/12/2013;16;12;8;8;7;6;86;74;62;1019;1017;1015;16;16;16;27;11;34;0.00;1;;288
22/12/2013;18;12;6;8;6;3;89;64;39;1026;1023;1019;16;16;16;14;2;16;0.00;1;;337
23/12/2013;16;11;7;7;4;3;80;64;47;1029;1028;1026;16;14;11;13;2;14;0.00;1;;32
24/12/2013;15;11;7;8;5;3;76;64;51;1027;1025;1023;16;15;11;13;4;39;0.00;2;;308
25/12/2013;17;12;6;7;4;2;76;60;43;1026;1024;1023;16;16;14;10;2;13;0.00;0;;218
26/12/2013;17;12;6;8;5;3;83;63;43;1025;1023;1022;16;15;11;11;2;13;0.00;0;;24
27/12/2013;14;10;6;7;5;3;76;64;51;1024;1022;1020;16;15;13;13;4;14;0.00;4;;60
28/12/2013;17;11;4;7;3;-2;85;59;32;1021;1019;1017;16;16;14;16;3;21;0.00;0;;262
29/12/2013;20;13;6;3;-2;-9;71;43;14;1022;1020;1019;16;16;16;21;5;42;0.00;0;;129
30/12/2013;15;11;6;8;4;1;86;65;43;1025;1023;1022;16;15;14;21;5;24;0.00;3;;312
31/12/2013;15;10;5;7;4;2;93;73;53;1025;1023;1022;16;11;0;21;5;24;0.00;3;Fog;278
01/01/2014;13;9;5;7;4;2;83;69;55;1023;1022;1020;16;15;11;14;1;16;0.00;3;;290
02/01/2014;17;12;6;7;4;1;80;58;36;1022;1020;1018;16;16;16;10;2;10;0.00;3;;146
03/01/2014;18;12;7;8;5;1;80;59;37;1019;1016;1014;16;16;14;23;6;26;0.00;3;;297
04/01/2014;19;13;6;8;6;1;93;65;36;1019;1016;1015;16;9;0;24;4;29;0.00;2;Fog;266
05/01/2014;19;13;7;3;0;-3;65;45;24;1023;1021;1019;16;16;16;23;8;24;0.00;0;;125
